id. Response ID,Year[Month Year...ate submitted]],Carmain,Previous Plug in HEVs,Previous BatteryEVs,Previous HybridEVs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Highest Level of Education,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual Vehicle MilesTraveled Estimate ,,,,,,,
PHASE_4_4107,,2017 Toyota Prius Prime,,,,,,,,,3,35,1,3,,,,,,,,
PHASE_4_4108,2018,2017 Toyota Prius Prime,,,,75000,,0,4,8.4,3,35,0,2,14000,,,,,,,
PHASE_4_4109,2018,2017 Toyota Prius Prime,,,,175000,2.63,1,4,3.58,2,80,0,2,3480,,,,,,,
PHASE_4_4110,2018,2018 Tesla Model X 75D,,,,125000,1.74,1,3,5.09,1,55,1,1,9888,,,,,,,
PHASE_4_4111,2018,2017 Tesla Model S AWD - 75D,,,,475000,-0.01,1,4,17.97,5,45,0,4,11067.27273,,,,,,,
PHASE_4_4112,,2017 Toyota Prius Prime,,,,,2.99,,,19.82,1,55,1,1,,,,,,,,
PHASE_4_4113,2018,2017 Toyota Prius Prime,,,,50000,2.08,,3,14.49,2,35,0,1,14571.42857,,,,,,,
PHASE_4_4115,2018,2018 Tesla Model S 75D,,,,225000,1.67,1,2,3,2,55,0,2,3313.714286,,,,,,,
PHASE_4_4116,,,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4117,,2018 Tesla Model 3 Long Range,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4118,,2017 Toyota Prius Prime,,,,,1.88,,,70.1,1,35,0,2,,,,,,,,
PHASE_4_4119,2018,2017 Toyota Prius Prime,,,,,2.91,1,4,13.59,2,55,0,3,10000,,,,,,,
PHASE_4_4120,2018,2018 Tesla Model X 75D,,,,,1.34,1,4,,2,65,0,4,8350,,,,,,,
PHASE_4_4121,2018,2018 Tesla Model 3 Long Range,,,,500000,2.67,1,3,,2,65,0,4,5133.333333,,,,,,,
PHASE_4_4122,,2017 Tesla Model 3 Long Range,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4123,,,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4124,2018,2017 Toyota Prius Prime,,,,325000,2.77,1,3,0.92,2,25,1,2,18000,,,,,,,
PHASE_4_4125,2018,2018 Tesla Model 3 Long Range,,,,125000,-0.08,1,4,2.17,1,35,0,1,9600,,,,,,,
PHASE_4_4126,2018,2017 Toyota Prius Prime,,,,,2.78,1,4,10.63,2,65,1,2,8955.272727,,,,,,,
PHASE_4_4127,,2017 Tesla Model X AWD - 100D,,,,,,,,3.32,5,45,0,2,,,,,,,,
PHASE_4_4128,2018,2017 Toyota Prius Prime,,,,175000,1.9,0,3,15.61,2,35,0,2,10155.42857,,,,,,,
PHASE_4_4129,,2017 Toyota Prius Prime,,,,,,,,6.69,1,45,0,1,,,,,,,,
PHASE_4_4130,2018,2018 Tesla Model S 75D,,,,175000,1.65,1,4,22.1,2,35,1,2,7582,,,,,,,
PHASE_4_4131,2018,2017 Toyota Prius Prime,,,,175000,2.97,1,4,17.6,5,45,0,2,10921.09091,,,,,,,
PHASE_4_4132,2018,2017 Volkswagen e-Golf,,,,275000,2.97,1,4,12.73,2,65,0,2,9975,,,,,,,
PHASE_4_4134,,2016 Tesla Model S AWD - 60D,,,,,,,,,4,55,0,4,,,,,,,,
PHASE_4_4135,2018,2018 Tesla Model 3 Long Range,,,,125000,2.93,0,4,21.04,4,35,0,4,6000,,,,,,,
PHASE_4_4136,2018,2017 Tesla Model S AWD - 100D,,,,,2.57,1,3,11.32,2,75,0,1,13566.66667,,,,,,,
PHASE_4_4137,,2018 chevy  volt,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4138,2018,2017 Tesla Model X AWD - 90D,,,,125000,2.99,1,3,17.56,3,75,0,2,12939.69231,,,,,,,
PHASE_4_4139,2018,2017 Toyota Prius Prime,,,,175000,2.59,0,3,26.69,4,35,0,2,14181.81818,,,,,,,
PHASE_4_4140,,2018 Tesla Model S 100D,,,,,,,,,2,75,0,3,,,,,,,,
PHASE_4_4141,2018,2018 Tesla Model 3 Long Range,,,,175000,1.62,1,3,22.76,3,45,0,2,16798.28571,,,,,,,
PHASE_4_4142,2018,2017 Toyota Prius Prime,,,,125000,2.93,1,4,,2,65,0,2,17971.33333,,,,,,,
PHASE_4_4143,,2018 Tesla Model S 75D,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4144,2018,2018 Tesla Model S 75D,,,,,2.61,1,4,31.37,4,55,1,2,8809,,,,,,,
PHASE_4_4145,2018,2017 Toyota Prius Prime,,,,125000,1.42,1,4,,3,45,0,3,9000,,,,,,,
PHASE_4_4146,2018,2017 Toyota Prius Prime,,,,75000,-3,1,4,32.16,4,35,0,2,32496,,,,,,,
PHASE_4_4147,2018,2018 Tesla Model 3 Long Range,,,,125000,2.71,1,4,6.71,3,55,0,3,11145.6,,,,,,,
PHASE_4_4148,,2018 Tesla Model 3 Long Range,,,,,2.95,,,4.5,4,55,0,3,,,,,,,,
PHASE_4_4149,2018,2017 Tesla Model X AWD - 100D,,,,275000,-3,1,4,72.19,2,35,1,3,34426.66667,,,,,,,
PHASE_4_4150,2018,2017 Toyota Prius Prime,,,,225000,2.96,1,4,37.39,4,45,0,2,4333.333333,,,,,,,
PHASE_4_4151,2018,2018 Tesla Model 3 Long Range,,,,175000,2.89,1,4,27.71,4,65,0,2,10040,,,,,,,
PHASE_4_4152,2018,2017 Volkswagen e-Golf,,,,125000,2.95,1,4,8.98,2,75,0,5,4804.8,,,,,,,
PHASE_4_4153,,2017 Toyota Prius Prime,,,,,,,,12.84,3,65,1,3,,,,,,,,
PHASE_4_4154,2018,2017 Chevrolet Bolt EV,,,,325000,1.97,1,4,37.81,2,25,0,2,12840,,,,,,,
PHASE_4_4155,,2017 Toyota Prius Prime,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4156,2018,2017 Tesla Model X AWD - P100D,,,,,2.7,1,3,16.16,2,55,0,2,16677.33333,,,,,,,
PHASE_4_4157,2018,2018 Chevrolet Bolt EV,,,,,2.73,1,3,2.36,3,65,0,2,12000,,,,,,,
PHASE_4_4158,2018,2017 Tesla Model X AWD - 75D,,,,175000,3,1,3,,3,35,0,2,6588,,,,,,,
PHASE_4_4159,2018,2018 Tesla Model 3 Long Range,,,,125000,2.9,1,3,10.5,1,35,0,2,19200,,,,,,,
PHASE_4_4160,,2018 Chevrolet Volt,,,,,2.6,,,4.29,2,45,1,1,,,,,,,,
PHASE_4_4161,2018,2017 Toyota Prius Prime,,,,125000,-3,1,2,130.84,6,35,0,3,13333.33333,,,,,,,
PHASE_4_4162,,2017 Toyota Prius Prime,,,,,,,,,5,35,0,2,,,,,,,,
PHASE_4_4163,,2018 Toyota Prius Prime,,,,,,,,,2,75,0,2,,,,,,,,
PHASE_4_4164,2018,2018 Tesla Model S 75D,,,,425000,2.67,1,2,7.82,3,65,0,4,9600,,,,,,,
PHASE_4_4165,,2018 Tesla Model 3 Long Range,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4166,2018,2018 Tesla Model 3 Long Range,,,,325000,-0.04,1,3,36.21,4,45,0,3,20500.5,,,,,,,
PHASE_4_4167,2018,2017 Tesla Model S (60 kW-hr battery pack),,,,275000,2.92,1,4,4.68,2,65,1,2,4000,,,,,,,
PHASE_4_4168,2018,2018 Tesla Model 3 Long Range,,,,125000,2.8,1,3,12.77,1,45,0,1,9478,,,,,,,
PHASE_4_4169,2018,2017 Tesla Model S (75 kW-hr battery pack),,,,,,,,,,,,1,,,,,,,,
PHASE_4_4170,,,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4171,2018,2017 Toyota Prius Prime,,,,50000,2.88,0,4,17.3,1,25,1,1,10000,,,,,,,
PHASE_4_4172,2018,2017 Toyota Prius Prime,,,,225000,2.92,1,4,1.82,2,45,0,2,25626,,,,,,,
PHASE_4_4173,,2017 Tesla Model S AWD - 100D,,,,,,,,,3,35,0,2,,,,,,,,
PHASE_4_4174,2018,2018 Tesla Model 3 Long Range  AWD Performance,,,,325000,2.32,1,4,,2,75,0,4,,,,,,,,
PHASE_4_4175,2018,2017 Tesla Model S (75 kW-hr battery pack),,,,225000,-3,1,2,1.94,2,55,1,3,4666.666667,,,,,,,
PHASE_4_4176,,2017 Ford C-MAX Energi Plug-In Hybrid,,,,,,,,,3,75,0,3,,,,,,,,
PHASE_4_4177,2018,2018 Tesla Model 3 Long Range,,,,125000,2.99,1,4,2.04,2,65,1,2,12896.57143,,,,,,,
PHASE_4_4178,2018,2018 Tesla Model S 75D,,,,175000,2.96,1,3,61.4,2,65,0,2,9884,,,,,,,
PHASE_4_4179,2018,2017 Toyota Prius Prime,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4180,,2018 Ford Fusion Energi Plug-in Hybrid,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4181,2018,2017 Toyota Prius Prime,,,,50000,2.95,0,3,4.8,1,25,0,1,5657.142857,,,,,,,
PHASE_4_4182,2018,2018 Volkswagen e-Golf,,,,325000,2.78,1,3,7.64,2,55,0,2,7888,,,,,,,
PHASE_4_4183,2018,2017 Toyota Prius Prime,,,,125000,2.91,1,3,3.97,2,75,0,2,10800,,,,,,,
PHASE_4_4184,2018,2017 Toyota Prius Prime,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4186,,2017 Toyota Prius Prime,,,,,,,,2.55,4,65,0,5,,,,,,,,
PHASE_4_4187,2018,2015 Tesla Model S (85 kW-hr battery pack),,,,175000,2.6,1,3,,2,80,0,2,10285.71429,,,,,,,
PHASE_4_4188,2018,2017 Toyota Prius Prime,,,,125000,0.39,0,4,4.44,1,35,0,1,5250,,,,,,,
PHASE_4_4189,2018,2018 Chevrolet Volt,,,,50000,2.97,1,3,4.16,1,65,1,1,6000,,,,,,,
PHASE_4_4190,2018,2018 Tesla Model 3 Long Range,,,,225000,2.76,1,4,118.74,3,65,0,3,7850,,,,,,,
PHASE_4_4191,2018,2017 Tesla Model X AWD - 75D,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4192,,,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4193,2018,2017 Toyota Prius Prime,,,,75000,2.81,1,3,4.53,1,55,1,1,6000,,,,,,,
PHASE_4_4194,,2017 Toyota Prius Prime,,,,,2.81,,,43.98,2,65,0,2,,,,,,,,
PHASE_4_4195,2018,2017 Tesla Model 3 Long Range,,,,175000,2.98,1,4,7.52,2,80,0,2,12933.33333,,,,,,,
PHASE_4_4196,2018,2018 Tesla Model 3 Long Range,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4197,,2018 Tesla Model 3 Long Range,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4198,2018,2017 Tesla Model X AWD - P100D,,,,500000,2.7,1,4,188.08,2,75,0,3,30000,,,,,,,
PHASE_4_4199,2018,2018 Tesla Model 3 Long Range,,,,275000,-0.03,0,3,23.25,3,35,1,3,12180,,,,,,,
PHASE_4_4200,2018,2018 Tesla Model X 75D,,,,225000,1.61,1,3,20.36,4,45,0,2,18000,,,,,,,
PHASE_4_4201,,2018 Tesla Model X 75D,,,,,,,,,,,,2,,,,,,,,
PHASE_4_4202,2018,2017 Toyota Prius Prime,,,,125000,2.81,1,4,37.3,4,45,1,2,25214.4,,,,,,,
PHASE_4_4203,2018,2017 Toyota Prius Prime,,,,225000,2.94,1,,7.82,3,55,0,2,4800,,,,,,,
PHASE_4_4204,2018,2017 Tesla Model S AWD - 100D,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4205,,,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4206,2018,2018 Tesla Model S 100D,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4207,2018,2017 Toyota Prius Prime,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4208,2018,2018 Toyota Prius Prime,,,,175000,2.51,1,3,2.61,4,55,0,2,9600,,,,,,,
PHASE_4_4209,2018,2018 Tesla Model 3 Long Range,,,,175000,2.15,1,4,20.69,3,45,0,2,19200,,,,,,,
PHASE_4_4210,2018,2017 Toyota Prius Prime,,,,125000,2.87,1,4,13.85,2,75,0,2,18000,,,,,,,
PHASE_4_4211,2018,2017 Tesla Model X AWD - P100D,,,,225000,2.96,1,2,422.09,4,55,0,3,12242.66667,,,,,,,
PHASE_4_4212,,2017 Toyota Prius Prime,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4213,2018,2018 Tesla Model 3 Long Range,,,,125000,2.94,1,4,,3,55,1,5,9396,,,,,,,
PHASE_4_4214,,2017 Tesla Model S (75 kW-hr battery pack),,,,,,,,,,,,1,,,,,,,,
PHASE_4_4215,,2017 Toyota Prius Prime,,,,,,,,,4,45,0,3,,,,,,,,
PHASE_4_4216,,2018 Tesla Model S 75D,,,,275000,,1,4,30.03,5,55,0,5,,,,,,,,
PHASE_4_4217,2018,2018 Tesla Model 3 Long Range,,,,75000,,1,2,31.79,1,55,0,2,4442,,,,,,,
PHASE_4_4218,2018,2017 Toyota Prius Prime,,,,125000,2.34,0,3,26.49,1,25,0,1,26666.66667,,,,,,,
PHASE_4_4219,,2018 Tesla Model 3 Long Range,,,,,2.97,,,5.28,2,75,1,3,,,,,,,,
PHASE_4_4220,2018,2017 Toyota Prius Prime,,,,175000,2.94,1,3,59.39,4,65,0,4,21818.18182,,,,,,,
PHASE_4_4221,,2018 Tesla Model S 75D,,,,,,,,,5,55,0,3,,,,,,,,
PHASE_4_4222,2018,2017 Toyota Prius Prime,,,,125000,2.8,1,3,3.52,2,75,0,2,10500,,,,,,,
PHASE_4_4223,2018,2018 Tesla Model 3 Long Range,,,,125000,0.52,1,4,11.68,1,55,0,2,4800,,,,,,,
PHASE_4_4224,2018,2017 Toyota Prius Prime,,,,175000,1.14,1,3,10.13,2,55,0,2,6133.333333,,,,,,,
PHASE_4_4225,,2018 Tesla Model 3 Long Range,,,,,2.85,,,23.42,2,75,0,2,,,,,,,,
PHASE_4_4226,,2017 Tesla Model S (75 kW-hr battery pack),,,,,,,,,2,75,0,1,,,,,,,,
PHASE_4_4227,2018,2018 Tesla Model 3 Long Range,,,,175000,2.91,1,2,51.87,2,75,0,2,12862,,,,,,,
PHASE_4_4228,2018,2017 Toyota Prius Prime,,,,175000,2.99,0,4,9.59,3,65,1,2,9771.428571,,,,,,,
PHASE_4_4229,,2017 Toyota Prius Prime,,,,,2.87,,,12.59,1,65,0,2,,,,,,,,
PHASE_4_4230,,2017 Chevrolet Bolt EV,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4232,2018,2017 Toyota Prius Prime,,,,,2.53,1,3,22.53,4,45,0,3,114000,,,,,,,
PHASE_4_4233,2018,2017 Toyota Prius Prime,,,,125000,0.21,0,2,24.58,4,25,1,3,16000,,,,,,,
PHASE_4_4234,2018,2018 Tesla Model 3 Long Range,,,,225000,2.99,1,4,7.16,2,55,0,2,5744,,,,,,,
PHASE_4_4235,,2017 Toyota Prius Prime,,,,,,,,,4,25,0,4,,,,,,,,
PHASE_4_4236,2018,2018 Tesla Model 3 Long range,,,,175000,2.53,0,3,15.18,2,25,1,2,6384,,,,,,,
PHASE_4_4238,2018,2017 Toyota Prius Prime,,,,175000,2.77,1,3,39.25,5,65,0,4,17333.33333,,,,,,,
PHASE_4_4239,2018,2017 Volkswagen e-Golf,,,,275000,2.5,1,4,4.82,2,35,1,2,5400,,,,,,,
PHASE_4_4241,2018,2017 Toyota Prius Prime,,,,75000,2.96,0,3,14.78,2,35,1,1,7680,,,,,,,
PHASE_4_4242,2018,2018 Audi A3 e-tron,,,,125000,2.53,1,4,48.54,2,45,0,2,26400,,,,,,,
PHASE_4_4243,2018,2017 Tesla Model S (75 kW-hr battery pack),,,,,2.99,1,,1,1,65,0,1,7749.428571,,,,,,,
PHASE_4_4244,,,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4245,2018,2017 Toyota Prius Prime,,,,75000,-2.62,1,4,3.97,2,45,0,1,4011.789474,,,,,,,
PHASE_4_4246,2018,2017 Toyota Prius Prime,,,,225000,2.5,1,3,8.97,4,65,0,4,13800,,,,,,,
PHASE_4_4247,2018,2017 Tesla Model 3 Long Range,,,,275000,2.96,1,3,7.42,4,45,0,3,6674.666667,,,,,,,
PHASE_4_4248,,2017 Toyota Prius Prime,,,,,-0.01,,,31.5,3,25,1,3,,,,,,,,
PHASE_4_4249,2018,2018 Tesla Model 3 Long Range,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4250,,2018 Tesla Model 3 Long Range,,,,,,,,,,,,3,,,,,,,,
PHASE_4_4251,2018,2017 Toyota Prius Prime,,,,175000,2.95,1,3,33.58,4,45,0,2,16615.38462,,,,,,,
PHASE_4_4252,2018,2017 Toyota Prius Prime,,,,175000,2.57,1,4,10.26,2,55,1,2,3428.571429,,,,,,,
PHASE_4_4253,2018,2017 Tesla Model S (75 kW-hr battery pack),,,,125000,2.95,1,4,34.5,2,75,0,2,8666.666667,,,,,,,
PHASE_4_4255,2018,2018 Tesla Model S 75D,,,,125000,1.9,1,3,10.82,2,55,0,2,16800,,,,,,,
PHASE_4_4256,,2017 Volkswagen e-Golf,,,,,,,,4.77,3,45,1,3,,,,,,,,
PHASE_4_4257,2018,2018 Tesla Model S 75D,,,,125000,2.91,1,3,15.82,3,65,0,4,20000,,,,,,,
PHASE_4_4258,2018,2017 Tesla Model S (75 kW-hr battery pack),,,,325000,1.3,1,4,39.32,2,65,0,3,16273.8,,,,,,,
PHASE_4_4259,2018,2018 Tesla Model 3 Long Range,,,,175000,0.52,1,3,6.63,2,35,0,2,6651,,,,,,,
PHASE_4_4260,,2018 Tesla Model 3 Long Range,,,,,,,,,2,65,0,2,,,,,,,,
PHASE_4_4261,2018,2017 Toyota Prius Prime,,,,125000,2.86,1,4,,2,75,0,2,8996.8,,,,,,,
PHASE_4_4262,2018,2017 Toyota Prius Prime,,,,125000,0.68,1,3,17.9,4,25,0,2,11657.14286,,,,,,,
PHASE_4_4263,2018,2017 Toyota Prius Prime,,,,75000,-3,1,2,36.83,3,35,0,1,18857.14286,,,,,,,
PHASE_4_4264,2018,2017 Toyota Prius Prime,,,,,2.53,1,3,64.37,4,45,0,2,16116,,,,,,,
PHASE_4_4265,2018,2017 Toyota Prius Prime,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4266,2018,2018 Tesla Model X 100D,,,,125000,2.92,1,3,9.19,2,75,0,3,9000,,,,,,,
PHASE_4_4267,2018,2018 Honda Clarity Plug-in Hybrid,,,,125000,2.91,1,3,17.82,2,65,0,3,8057.142857,,,,,,,
PHASE_4_4268,2018,2017 Toyota Prius Prime,,,,225000,-3,1,3,34,2,45,0,2,13000,,,,,,,
PHASE_4_4269,,2017 Toyota Prius Prime,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4270,2018,2017 Toyota Prius Prime,,,,175000,3,1,3,3.1,3,55,0,2,6058.909091,,,,,,,
PHASE_4_4271,2018,2017 Ford Focus Electric,,,,175000,2.18,1,2,19.9,2,45,0,2,90398,,,,,,,
PHASE_4_4272,2018,2017 Toyota Prius Prime,,,,125000,2.91,1,2,87.69,3,55,0,2,21900,,,,,,,
PHASE_4_4273,2018,2017 Toyota Prius Prime,,,,125000,2.76,1,3,6.43,2,55,0,2,9920,,,,,,,
PHASE_4_4274,2018,2017 Tesla Model 3 Long Range,,,,375000,2.66,1,4,8.77,2,65,1,2,10443.42857,,,,,,,
PHASE_4_4275,2018,2017 Toyota Prius Prime,,,,125000,2.5,1,4,6.95,2,45,0,2,8113.714286,,,,,,,
PHASE_4_4276,2018,2017 Volkswagen e-Golf,,,,125000,2.83,1,3,46.17,2,55,0,2,11669.33333,,,,,,,
PHASE_4_4278,2018,2018 Tesla Model 3 Long Range,,,,225000,2.44,1,4,13.62,4,45,0,3,11636.57143,,,,,,,
PHASE_4_4279,2018,2017 Toyota Prius Prime,,,,75000,-0.12,0,4,3.53,3,35,0,2,8480,,,,,,,
PHASE_4_4280,,2017 Tesla Model S AWD - 100D,,,,,,,,,,,,5,,,,,,,,
PHASE_4_4281,2018,2017 Toyota Prius Prime,,,,175000,-2.14,1,4,102.63,3,65,1,1,29194,,,,,,,
PHASE_4_4282,2018,2017 Toyota Prius Prime,,,,75000,2.75,1,4,3.14,2,75,0,2,345.4153846,,,,,,,
PHASE_4_4283,2018,2018 Tesla Model 3 Long Range,,,,225000,2.71,1,3,21.4,4,55,1,5,10000,,,,,,,
PHASE_4_4284,,2017 Toyota Prius Prime,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4285,,2017 Volkswagen e-Golf,,,,,,,,19.55,3,35,0,2,,,,,,,,
PHASE_4_4286,2018,2017 Hyundai Sonata Plug-in Hybrid,,,,125000,1.27,1,2,,2,65,0,2,10625.33333,,,,,,,
PHASE_4_4287,2018,2017 Toyota Prius Prime,,,,50000,2.97,1,3,6.15,2,65,1,1,4560,,,,,,,
PHASE_4_4288,2018,2017 Toyota Prius Prime,,,,75000,2.94,1,4,0.84,2,75,0,2,4200,,,,,,,
PHASE_4_4289,,2017 Toyota Prius Prime,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4290,,2017 Toyota Prius Prime,,,,,2.42,,,0.39,2,65,0,2,,,,,,,,
PHASE_4_4291,,2017 Toyota Prius Prime,,,,,2.77,,,1.43,1,75,1,1,,,,,,,,
PHASE_4_4292,,2017 Toyota Prius Prime,,,,,,,,35.56,2,35,0,1,,,,,,,,
PHASE_4_4293,2018,2018 Tesla Model S 75D,,,,175000,-2.38,1,3,9.84,4,45,1,3,33000,,,,,,,
PHASE_4_4294,2018,2018 Mitsubishi Outlander PHEV,,,,,2.72,1,,17.78,3,65,0,4,8390,,,,,,,
PHASE_4_4295,2018,2018 Tesla Model S 75D,,,,225000,2.11,1,3,43.82,2,55,0,3,28000,,,,,,,
PHASE_4_4296,2018,2018 Tesla Model 3 Long Range,,,,225000,2.82,1,4,13.38,4,45,0,3,6400,,,,,,,
PHASE_4_4297,,2017 Toyota Prius Prime,,,,,,,,,,,,2,,,,,,,,
PHASE_4_4298,2018,2018 Tesla Model 3 Long Range,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4299,2018,2018 Toyota Prius Prime,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4300,2018,2018 Honda Clarity Plug-in Hybrid,,,,175000,2.76,1,3,45.35,3,55,0,3,25360.8,,,,,,,
PHASE_4_4301,,2017 Tesla Model X AWD - 100D,,,,,2.95,,,107.19,3,45,0,1,,,,,,,,
PHASE_4_4302,2018,2018 Tesla Model S 75D,,,,125000,2.76,1,2,16.71,1,55,1,1,13200,,,,,,,
PHASE_4_4303,,,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4304,2018,2017 Toyota Prius Prime,,,,75000,-0.49,0,4,,2,35,1,2,7438.105263,,,,,,,
PHASE_4_4305,2018,2018 Tesla Model S 75D,,,,175000,2.96,0,3,,1,55,0,1,7144,,,,,,,
PHASE_4_4306,,2017 Toyota Prius Prime,,,,,-0.29,1,4,8.38,4,55,0,3,,,,,,,,
PHASE_4_4307,2018,2018 Tesla Model S 75D,,,,500000,,1,3,31.79,2,55,1,1,14148,,,,,,,
PHASE_4_4308,,,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4309,2018,2017 Toyota Prius Prime,,,,125000,2.75,1,4,,2,65,0,2,6000,,,,,,,
PHASE_4_4310,2018,2017 Toyota Prius Prime,,,,75000,2.97,1,4,14.22,1,65,1,1,5520,,,,,,,
PHASE_4_4312,2018,2017 Toyota Prius Prime,,,,175000,-3,1,2,72.66,2,35,0,3,14666.66667,,,,,,,
PHASE_4_4313,2018,2018 Tesla Model 3 Long Range,,,,125000,2.3,0,3,8.42,2,55,0,2,12830.4,,,,,,,
PHASE_4_4314,2018,2017 Tesla Model X AWD - 100D,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4315,,,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4316,,2017 Toyota Prius Prime,,,,,,,,9.51,2,25,0,2,,,,,,,,
PHASE_4_4317,,2017 Tesla Model X AWD - 75D,,,,,,,,34.92,4,45,1,2,,,,,,,,
PHASE_4_4318,,2018 Toyota Prius Prime,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4319,2018,2018 Tesla Model 3 Long Range,,,,,2.95,1,2,18.45,2,45,,4,10000,,,,,,,
PHASE_4_4320,2018,2017 Toyota Prius Prime,,,,175000,3,0,3,9.47,2,65,0,2,9733.333333,,,,,,,
PHASE_4_4321,,2017 Toyota Prius Prime,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4322,,,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4323,2018,2017 Toyota Prius Prime,,,,225000,2.78,1,3,16.82,4,55,0,4,12666.66667,,,,,,,
PHASE_4_4324,2018,2018 Tesla Model S 75D,,,,175000,1.37,1,3,,2,65,0,2,6369.333333,,,,,,,
PHASE_4_4325,2018,2017 Toyota Prius Prime,,,,75000,0.25,1,4,5.41,2,25,0,1,6000,,,,,,,
PHASE_4_4326,2018,2017 Toyota Prius Prime,,,,175000,-0.01,1,3,30.45,5,55,0,5,11500,,,,,,,
PHASE_4_4327,2018,2017 Toyota Prius Prime,,,,225000,2.97,1,4,4.48,2,75,0,1,18566.66667,,,,,,,
PHASE_4_4328,2018,2017 Tesla Model 3 Long Range,,,,125000,0.54,0,4,23.41,1,25,0,2,15480,,,,,,,
PHASE_4_4329,2018,2018 Volkswagen e-Golf,,,,275000,2.88,1,3,20.34,4,45,0,2,15850.5,,,,,,,
PHASE_4_4330,2018,2018 Tesla Model 3 Long Range,,,,175000,2.97,1,3,2.81,2,45,0,2,9337.5,,,,,,,
PHASE_4_4331,,2017 Toyota Prius Prime,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4332,2018,2018 Tesla Model X 100D,,,,175000,1.53,1,4,,2,55,0,2,25562,,,,,,,
PHASE_4_4333,2018,2017 Tesla Model S AWD - 75D,,,,75000,2.78,0,3,4.47,1,25,0,1,24066.66667,,,,,,,
PHASE_4_4334,2018,2017 Toyota Prius Prime,,,,225000,2.88,1,3,67.54,3,35,0,2,29380,,,,,,,
PHASE_4_4335,2018,2018 Tesla Model 3 Long Range,,,,500000,2.98,1,4,20.17,3,45,0,2,11142.85714,,,,,,,
PHASE_4_4336,2018,2017 Volkswagen e-Golf,,,,275000,1.13,1,4,25.82,4,45,1,2,12000,,,,,,,
PHASE_4_4337,,,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4338,2018,2018 Tesla Model 3 Long Range,,,,175000,2.98,1,4,24.33,3,35,0,2,14400,,,,,,,
PHASE_4_4339,,2017 Toyota Prius Prime,,,,,2.96,,,30.29,2,65,0,1,,,,,,,,
PHASE_4_4340,2018,2017 Toyota Prius Prime,,,,50000,2.06,1,2,54.35,5,35,,4,,,,,,,,
PHASE_4_4341,,,,,,,,,,,,,,1,,,,,,,,
PHASE_4_4343,,2016 Fiat 500e,,,,,-3,,,39.79,5,45,0,3,,,,,,,,
PHASE_4_4344,2018,2018 Tesla Model 3 Long Range,,,,125000,-1.22,1,3,4.9,3,55,0,2,11793.6,,,,,,,
PHASE_4_4345,,2017 Toyota Prius Prime,,,,,,,,14.13,2,75,0,1,,,,,,,,
PHASE_4_4346,2018,2017 Toyota Prius Prime,,,,175000,0.32,1,4,5.02,2,35,0,1,26374.66667,,,,,,,
PHASE_4_4347,,2018 Tesla Model 3 Long Range,,,,,,,,,4,45,0,4,,,,,,,,
PHASE_4_4348,2018,2017 Volkswagen e-Golf,,,,225000,-1.49,1,4,16.1,2,55,0,3,9598.8,,,,,,,
PHASE_4_4349,2018,2017 Tesla Model X AWD - 75D,,,,,,,,,,,,1,,,,,,,,
